Repetition,Configuration,Metric,Numerator,Denominator,Value,Wilson 95% lower,Wilson 95% upper,Independence caution
3,C1,permitted_answer_accuracy,12,37,0.324324,0.196333,0.485363,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C1,controlled_failure_correctness,0,13,0.0,0.0,0.228095,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C2,output_class_accuracy,31,42,0.738095,0.589313,0.846974,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C2,reason_code_accuracy,31,42,0.738095,0.589313,0.846974,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C2,permitted_answer_accuracy,17,37,0.459459,0.310386,0.61616,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C2,controlled_failure_correctness,7,13,0.538462,0.291438,0.767939,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C3,output_class_accuracy,29,42,0.690476,0.53974,0.809289,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C3,reason_code_accuracy,29,42,0.690476,0.53974,0.809289,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C3,permitted_answer_accuracy,17,37,0.459459,0.310386,0.61616,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,C3,controlled_failure_correctness,7,13,0.538462,0.291438,0.767939,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,P1,output_class_accuracy,29,42,0.690476,0.53974,0.809289,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,P1,reason_code_accuracy,0,42,0.0,0.0,0.083799,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,P1,permitted_answer_accuracy,15,37,0.405405,0.263465,0.56514,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
3,P1,controlled_failure_correctness,5,13,0.384615,0.177097,0.644771,42 unique controlled cases per repetition; repeated provider measurements are not independent new cases.
